commodity,report_begin_date,average_price
Blackberries,03/02/2022,24.125
Blackberries,03/02/2022,15.75
Blueberries,03/02/2022,12
Blueberries,03/02/2022,16
Blueberries,03/02/2022,27.75
Raspberries,03/01/2022,30.625
Strawberries,03/01/2022,30.5
Strawberries,03/01/2022,15.375
Strawberries,03/01/2022,24.5
Blackberries,03/01/2022,24.125
Blackberries,03/01/2022,28.75
Blackberries,03/01/2022,15.75
Blueberries,03/01/2022,12
Blueberries,03/01/2022,16
Blueberries,03/01/2022,29.875
Raspberries,02/28/2022,30.625
Strawberries,02/28/2022,27.5
Strawberries,02/28/2022,15.375
Blackberries,02/28/2022,28.75
Blackberries,02/28/2022,15.75
Blackberries,02/28/2022,24.125
Blueberries,02/28/2022,12
Blueberries,02/28/2022,16
Blueberries,02/28/2022,29.875
Raspberries,02/25/2022,30.625
Strawberries,02/25/2022,15.375
Strawberries,02/25/2022,29.5
Blackberries,02/25/2022,15.75
Blackberries,02/25/2022,24.125
Blackberries,02/25/2022,28.75
Blueberries,02/25/2022,12
Blueberries,02/25/2022,16
Blueberries,02/25/2022,29.875
Raspberries,02/24/2022,30.625
Strawberries,02/24/2022,15.375
Strawberries,02/24/2022,29.5
Blackberries,02/24/2022,15.75
Blackberries,02/24/2022,24.125
Blackberries,02/24/2022,28.75
Blueberries,02/24/2022,16
Blueberries,02/24/2022,12
Blueberries,02/24/2022,29.875
Raspberries,02/23/2022,30.625
Strawberries,02/23/2022,29.5
Strawberries,02/23/2022,15.375
Blackberries,02/23/2022,24.125
Blackberries,02/23/2022,28.75
Blackberries,02/23/2022,15.75
Blueberries,02/23/2022,12
Blueberries,02/23/2022,16
Blueberries,02/23/2022,29.875
Raspberries,02/22/2022,30.625
Strawberries,02/22/2022,14.75
Strawberries,02/22/2022,30.5
Strawberries,02/22/2022,17.375
Blackberries,02/22/2022,24.125
Blackberries,02/22/2022,15.75
Blackberries,02/22/2022,28.75
Blueberries,02/22/2022,16
Blueberries,02/22/2022,12
Blueberries,02/22/2022,29.875
Raspberries,02/18/2022,30.625
Strawberries,02/18/2022,24.75
Strawberries,02/18/2022,33
Blackberries,02/18/2022,28.75
Blackberries,02/18/2022,14.5
Blackberries,02/18/2022,24.125
Blueberries,02/18/2022,12
Blueberries,02/18/2022,29.875
Raspberries,02/17/2022,30.625
Strawberries,02/17/2022,24.75
Strawberries,02/17/2022,33
Blackberries,02/17/2022,14.5
Blackberries,02/17/2022,28.75
Blackberries,02/17/2022,24.125
Blueberries,02/17/2022,29.875
Blueberries,02/17/2022,#¡DIV/0!
Raspberries,02/16/2022,30.625
Strawberries,02/16/2022,33
Strawberries,02/16/2022,24.75
Blackberries,02/16/2022,28.75
Blackberries,02/16/2022,14.5
Blackberries,02/16/2022,24.125
Blueberries,02/16/2022,29.875
Blueberries,02/16/2022,#¡DIV/0!
Raspberries,02/15/2022,30.625
Strawberries,02/15/2022,25
Strawberries,02/15/2022,33
Blackberries,02/15/2022,24.125
Blackberries,02/15/2022,14.5
Blackberries,02/15/2022,28.75
Blueberries,02/15/2022,#¡DIV/0!
Blueberries,02/15/2022,29.875
Raspberries,02/14/2022,30.625
Strawberries,02/14/2022,32.5
Strawberries,02/14/2022,25
Blackberries,02/14/2022,24.125
Blackberries,02/14/2022,14.5
Blackberries,02/14/2022,28.75
Blueberries,02/14/2022,#¡DIV/0!
Blueberries,02/14/2022,29.875
Raspberries,02/11/2022,30.625
Strawberries,02/11/2022,32.5
Strawberries,02/11/2022,25
Blackberries,02/11/2022,24.125
Blackberries,02/11/2022,28.75
Blackberries,02/11/2022,14.5
Blueberries,02/11/2022,#¡DIV/0!
Blueberries,02/11/2022,29.875
Raspberries,02/10/2022,30.625
Strawberries,02/10/2022,25
Strawberries,02/10/2022,32.5
Blackberries,02/10/2022,24.125
Blackberries,02/10/2022,14.5
Blackberries,02/10/2022,28.75
Blueberries,02/10/2022,29.875
Blueberries,02/10/2022,#¡DIV/0!
Raspberries,02/09/2022,30.625
Strawberries,02/09/2022,25
Strawberries,02/09/2022,32.5
Blackberries,02/09/2022,24.125
Blackberries,02/09/2022,28.75
Blackberries,02/09/2022,14.5
Blueberries,02/09/2022,29.875
Blueberries,02/09/2022,#¡DIV/0!
Raspberries,02/08/2022,30.625
Strawberries,02/08/2022,32.5
Strawberries,02/08/2022,25
Blackberries,02/08/2022,14.5
Blackberries,02/08/2022,28.75
Blackberries,02/08/2022,24.125
Blueberries,02/08/2022,48.75
Blueberries,02/08/2022,#¡DIV/0!
Blueberries,02/08/2022,29.875
Raspberries,02/07/2022,30.625
Strawberries,02/07/2022,32.5
Strawberries,02/07/2022,25
Blackberries,02/07/2022,14.5
Blackberries,02/07/2022,24.125
Blackberries,02/07/2022,28.75
Blueberries,02/07/2022,48.75
Blueberries,02/07/2022,#¡DIV/0!
Blueberries,02/07/2022,32
Raspberries,02/04/2022,30.625
Strawberries,02/04/2022,32.5
Strawberries,02/04/2022,25
Blackberries,02/04/2022,14.5
Blackberries,02/04/2022,24.125
Blackberries,02/04/2022,28.75
Blueberries,02/04/2022,32
Blueberries,02/04/2022,48.75
Blueberries,02/04/2022,#¡DIV/0!
Raspberries,02/03/2022,30.625
Strawberries,02/03/2022,32.5
Strawberries,02/03/2022,25
Blackberries,02/03/2022,24.125
Blackberries,02/03/2022,28.75
Blackberries,02/03/2022,14.5
Blueberries,02/03/2022,32
Blueberries,02/03/2022,#¡DIV/0!
Blueberries,02/03/2022,48.75
Raspberries,02/02/2022,31.125
Strawberries,02/02/2022,25.25
Strawberries,02/02/2022,32.5
Blackberries,02/02/2022,24.125
Blackberries,02/02/2022,14.5
Blackberries,02/02/2022,28.75
Blueberries,02/02/2022,#¡DIV/0!
Blueberries,02/02/2022,#¡DIV/0!
Blueberries,02/02/2022,48.75
Raspberries,02/01/2022,31.125
Strawberries,02/01/2022,25.25
Strawberries,02/01/2022,32.5
Blackberries,02/01/2022,28.75
Blackberries,02/01/2022,14.5
Blackberries,02/01/2022,24.125
Blueberries,02/01/2022,48.75
Blueberries,02/01/2022,#¡DIV/0!
Blueberries,02/01/2022,#¡DIV/0!
Raspberries,01/31/2022,31.125
Strawberries,01/31/2022,32.5
Strawberries,01/31/2022,25.25
Blackberries,01/31/2022,24.125
Blackberries,01/31/2022,28.75
Blackberries,01/31/2022,14.5
Blueberries,01/31/2022,#¡DIV/0!
Blueberries,01/31/2022,#¡DIV/0!
Blueberries,01/31/2022,48.75
Raspberries,01/28/2022,31.125
Strawberries,01/28/2022,25.25
Strawberries,01/28/2022,32.5
Blackberries,01/28/2022,28.75
Blackberries,01/28/2022,14.5
Blackberries,01/28/2022,24.125
Blueberries,01/28/2022,#¡DIV/0!
Blueberries,01/28/2022,48.75
Blueberries,01/28/2022,#¡DIV/0!
Raspberries,01/27/2022,31.125
Strawberries,01/27/2022,25.25
Strawberries,01/27/2022,32.5
Blackberries,01/27/2022,28.75
Blackberries,01/27/2022,14.5
Blackberries,01/27/2022,24.125
Blueberries,01/27/2022,#¡DIV/0!
Blueberries,01/27/2022,48.75
Blueberries,01/27/2022,#¡DIV/0!
Raspberries,01/26/2022,31.125
Strawberries,01/26/2022,32.5
Strawberries,01/26/2022,25.25
Blackberries,01/26/2022,14.5
Blackberries,01/26/2022,28.75
Blackberries,01/26/2022,24.125
Blueberries,01/26/2022,#¡DIV/0!
Blueberries,01/26/2022,48.75
Blueberries,01/26/2022,#¡DIV/0!
Raspberries,01/25/2022,31.125
Strawberries,01/25/2022,25.25
Strawberries,01/25/2022,32.5
Blackberries,01/25/2022,28.75
Blackberries,01/25/2022,14.5
Blackberries,01/25/2022,24.125
Blueberries,01/25/2022,48.75
Blueberries,01/25/2022,#¡DIV/0!
Blueberries,01/25/2022,#¡DIV/0!
Raspberries,01/24/2022,31.125
Strawberries,01/24/2022,32.5
Strawberries,01/24/2022,25.5
Blackberries,01/24/2022,24.125
Blackberries,01/24/2022,14.5
Blackberries,01/24/2022,28.75
Blueberries,01/24/2022,#¡DIV/0!
Blueberries,01/24/2022,#¡DIV/0!
Blueberries,01/24/2022,#¡DIV/0!
Raspberries,01/21/2022,31.125
Strawberries,01/21/2022,25.5
Strawberries,01/21/2022,32.5
Blackberries,01/21/2022,14.5
Blackberries,01/21/2022,24.125
Blackberries,01/21/2022,28.75
Blueberries,01/21/2022,#¡DIV/0!
Blueberries,01/21/2022,#¡DIV/0!
Blueberries,01/21/2022,#¡DIV/0!
Raspberries,01/20/2022,30.125
Strawberries,01/20/2022,25.5
Strawberries,01/20/2022,32.5
Blackberries,01/20/2022,14.5
Blackberries,01/20/2022,28.75
Blackberries,01/20/2022,24.125
Blueberries,01/20/2022,#¡DIV/0!
Blueberries,01/20/2022,#¡DIV/0!
Blueberries,01/20/2022,#¡DIV/0!
Raspberries,01/19/2022,30.125
Strawberries,01/19/2022,28
Strawberries,01/19/2022,31.25
Blackberries,01/19/2022,14.5
Blackberries,01/19/2022,24.125
Blackberries,01/19/2022,28.75
Blueberries,01/19/2022,#¡DIV/0!
Blueberries,01/19/2022,#¡DIV/0!
Blueberries,01/19/2022,#¡DIV/0!
Raspberries,01/18/2022,30.125
Strawberries,01/18/2022,31.25
Strawberries,01/18/2022,28
Blackberries,01/18/2022,28.75
Blackberries,01/18/2022,14.5
Blackberries,01/18/2022,24.125
Blueberries,01/18/2022,#¡DIV/0!
Blueberries,01/18/2022,#¡DIV/0!
Blueberries,01/18/2022,#¡DIV/0!
Raspberries,01/14/2022,30.125
Strawberries,01/14/2022,27.5
Strawberries,01/14/2022,31.25
Blackberries,01/14/2022,28.75
Blackberries,01/14/2022,14.5
Blackberries,01/14/2022,24.125
Blueberries,01/14/2022,#¡DIV/0!
Blueberries,01/14/2022,#¡DIV/0!
Blueberries,01/14/2022,#¡DIV/0!
Raspberries,01/13/2022,30.125
Strawberries,01/13/2022,27.5
Blackberries,01/13/2022,14.5
Blackberries,01/13/2022,28.75
Blackberries,01/13/2022,24.125
Blueberries,01/13/2022,#¡DIV/0!
Blueberries,01/13/2022,#¡DIV/0!
Blueberries,01/13/2022,#¡DIV/0!
Raspberries,01/12/2022,30.125
Strawberries,01/12/2022,27.5
Blackberries,01/12/2022,28.75
Blackberries,01/12/2022,14.5
Blackberries,01/12/2022,24.125
Blueberries,01/12/2022,#¡DIV/0!
Blueberries,01/12/2022,#¡DIV/0!
Blueberries,01/12/2022,#¡DIV/0!
Raspberries,01/11/2022,29.625
Raspberries,01/11/2022,31.125
Strawberries,01/11/2022,33.625
Strawberries,01/11/2022,26.5
Strawberries,01/11/2022,25.5
Blackberries,01/11/2022,28.75
Blackberries,01/11/2022,22.25
Blackberries,01/11/2022,14.5
Blueberries,01/11/2022,#¡DIV/0!
Blueberries,01/11/2022,#¡DIV/0!
Blueberries,01/11/2022,#¡DIV/0!
Raspberries,01/10/2022,29.625
Raspberries,01/10/2022,31.125
Strawberries,01/10/2022,26.5
Strawberries,01/10/2022,33.625
Strawberries,01/10/2022,24.25
Blackberries,01/10/2022,22.25
Blackberries,01/10/2022,14.5
Blackberries,01/10/2022,28.75
Blueberries,01/10/2022,31.25
Blueberries,01/10/2022,23.375
Blueberries,01/10/2022,45.25
Raspberries,01/07/2022,31.125
Raspberries,01/07/2022,29.625
Strawberries,01/07/2022,25.375
Strawberries,01/07/2022,23.75
Strawberries,01/07/2022,15.5
Strawberries,01/07/2022,32.625
Blackberries,01/07/2022,14.5
Blackberries,01/07/2022,22.25
Blackberries,01/07/2022,29.125
Blueberries,01/07/2022,45.25
Blueberries,01/07/2022,31.375
Blueberries,01/07/2022,23.375
Raspberries,01/06/2022,29.625
Raspberries,01/06/2022,31.125
Strawberries,01/06/2022,15.5
Strawberries,01/06/2022,25.375
Strawberries,01/06/2022,23.75
Strawberries,01/06/2022,32.625
Blackberries,01/06/2022,22.25
Blackberries,01/06/2022,14.5
Blackberries,01/06/2022,29.125
Blueberries,01/06/2022,23.375
Blueberries,01/06/2022,31.375
Blueberries,01/06/2022,45.25
Raspberries,01/05/2022,29.625
Raspberries,01/05/2022,31.125
Strawberries,01/05/2022,15.5
Strawberries,01/05/2022,32.625
Strawberries,01/05/2022,25.375
Strawberries,01/05/2022,23.75
Blackberries,01/05/2022,29.125
Blackberries,01/05/2022,22.25
Blackberries,01/05/2022,14.5
Blueberries,01/05/2022,31.375
Blueberries,01/05/2022,23.375
Blueberries,01/05/2022,45.25
Raspberries,01/04/2022,29.625
Raspberries,01/04/2022,31.125
Strawberries,01/04/2022,30.25
Strawberries,01/04/2022,15.5
Strawberries,01/04/2022,23.75
Strawberries,01/04/2022,32.625
Blackberries,01/04/2022,22.25
Blackberries,01/04/2022,29
Blackberries,01/04/2022,14.5
Blueberries,01/04/2022,31.375
Blueberries,01/04/2022,45.25
Blueberries,01/04/2022,23.375
Raspberries,01/03/2022,29.625
Raspberries,01/03/2022,31.125
Strawberries,01/03/2022,12.5
Strawberries,01/03/2022,23.75
Strawberries,01/03/2022,13.5
Strawberries,01/03/2022,32.625
Blackberries,01/03/2022,29
Blackberries,01/03/2022,22.25
Blueberries,01/03/2022,45.25
Blueberries,01/03/2022,23.375
Blueberries,01/03/2022,30.625
Blackberries,12/29/2023,33.75
Blackberries,12/29/2023,35.25
Blackberries,12/29/2023,52
Blueberries,12/29/2023,35.25
Blueberries,12/29/2023,42.5
Blueberries,12/29/2023,28.25
Blueberries,12/29/2023,35
Cranberries,12/29/2023,#¡DIV/0!
Raspberries,12/29/2023,52
Raspberries,12/29/2023,38
Strawberries,12/29/2023,44.5
Strawberries,12/29/2023,39.5
Strawberries,12/29/2023,44.75
Strawberries,12/29/2023,#¡DIV/0!
Blackberries,12/28/2023,35.25
Blackberries,12/28/2023,52
Blackberries,12/28/2023,33.75
Blueberries,12/28/2023,35.25
Blueberries,12/28/2023,42.5
Blueberries,12/28/2023,28.25
Blueberries,12/28/2023,35
Cranberries,12/28/2023,#¡DIV/0!
Raspberries,12/28/2023,52
Raspberries,12/28/2023,38
Strawberries,12/28/2023,44.75
Strawberries,12/28/2023,39.5
Strawberries,12/28/2023,#¡DIV/0!
Strawberries,12/28/2023,44.5
Blackberries,12/27/2023,52
Blackberries,12/27/2023,35.25
Blackberries,12/27/2023,33.75
Blueberries,12/27/2023,35.25
Blueberries,12/27/2023,42.5
Blueberries,12/27/2023,28.25
Blueberries,12/27/2023,35
Cranberries,12/27/2023,28
Raspberries,12/27/2023,52
Raspberries,12/27/2023,38
Strawberries,12/27/2023,39.5
Strawberries,12/27/2023,44.5
Strawberries,12/27/2023,#¡DIV/0!
Strawberries,12/27/2023,44.75
Blackberries,12/26/2023,35.875
Blackberries,12/26/2023,33.75
Blueberries,12/26/2023,35.25
Blueberries,12/26/2023,42.5
Blueberries,12/26/2023,35
Blueberries,12/26/2023,28.25
Cranberries,12/26/2023,28
Raspberries,12/26/2023,38
Raspberries,12/26/2023,25
Strawberries,12/26/2023,35.5
Strawberries,12/26/2023,43.75
Strawberries,12/26/2023,37
Strawberries,12/26/2023,28.75
Strawberries,12/26/2023,31.25
Blackberries,12/22/2023,33.75
Blackberries,12/22/2023,35.875
Blueberries,12/22/2023,42.5
Blueberries,12/22/2023,35.25
Blueberries,12/22/2023,35
Blueberries,12/22/2023,28.25
Cranberries,12/22/2023,28
Raspberries,12/22/2023,38
Raspberries,12/22/2023,30.5
Raspberries,12/22/2023,25
Strawberries,12/22/2023,31.25
Strawberries,12/22/2023,28.75
Strawberries,12/22/2023,37
Strawberries,12/22/2023,43.75
Strawberries,12/22/2023,35.5
Blackberries,12/21/2023,35.875
Blackberries,12/21/2023,33.75
Blueberries,12/21/2023,35.25
Blueberries,12/21/2023,42.5
Blueberries,12/21/2023,28.25
Blueberries,12/21/2023,35
Cranberries,12/21/2023,28
Raspberries,12/21/2023,25
Raspberries,12/21/2023,30.5
Raspberries,12/21/2023,38
Strawberries,12/21/2023,31.25
Strawberries,12/21/2023,28.75
Strawberries,12/21/2023,37
Strawberries,12/21/2023,43.75
Strawberries,12/21/2023,35.5
Blackberries,12/20/2023,35.875
Blackberries,12/20/2023,33.75
Blueberries,12/20/2023,35.25
Blueberries,12/20/2023,42.5
Blueberries,12/20/2023,35
Blueberries,12/20/2023,28.25
Cranberries,12/20/2023,28
Raspberries,12/20/2023,25
Raspberries,12/20/2023,38
Raspberries,12/20/2023,30.5
Strawberries,12/20/2023,28.75
Strawberries,12/20/2023,43.75
Strawberries,12/20/2023,37
Strawberries,12/20/2023,31.25
Strawberries,12/20/2023,35.5
Blackberries,12/19/2023,35.875
Blackberries,12/19/2023,33.75
Blueberries,12/19/2023,42.5
Blueberries,12/19/2023,35.25
Blueberries,12/19/2023,28.25
Blueberries,12/19/2023,35
Cranberries,12/19/2023,28
Raspberries,12/19/2023,30.5
Raspberries,12/19/2023,25
Raspberries,12/19/2023,38
Strawberries,12/19/2023,31.25
Strawberries,12/19/2023,37
Strawberries,12/19/2023,43.75
Strawberries,12/19/2023,28.75
Strawberries,12/19/2023,35.5
Blackberries,12/18/2023,35.875
Blackberries,12/18/2023,33.75
Blueberries,12/18/2023,35.25
Blueberries,12/18/2023,42.5
Blueberries,12/18/2023,35
Blueberries,12/18/2023,28.25
Cranberries,12/18/2023,28
Raspberries,12/18/2023,25
Raspberries,12/18/2023,30.5
Raspberries,12/18/2023,38
Strawberries,12/18/2023,43.75
Strawberries,12/18/2023,35.5
Strawberries,12/18/2023,30
Strawberries,12/18/2023,28.75
Strawberries,12/18/2023,37
Blackberries,12/15/2023,33.75
Blackberries,12/15/2023,35.875
Blueberries,12/15/2023,35.25
Blueberries,12/15/2023,42.5
Blueberries,12/15/2023,28.25
Blueberries,12/15/2023,35
Cranberries,12/15/2023,28
Raspberries,12/15/2023,25
Raspberries,12/15/2023,30.5
Raspberries,12/15/2023,38
Strawberries,12/15/2023,37
Strawberries,12/15/2023,43.75
Strawberries,12/15/2023,35.5
Strawberries,12/15/2023,28.75
Blackberries,12/14/2023,33.75
Blackberries,12/14/2023,35.875
Blueberries,12/14/2023,35.25
Blueberries,12/14/2023,35
Blueberries,12/14/2023,28.25
Cranberries,12/14/2023,28
Raspberries,12/14/2023,38
Raspberries,12/14/2023,30.5
Raspberries,12/14/2023,25
Strawberries,12/14/2023,43.75
Strawberries,12/14/2023,37
Strawberries,12/14/2023,35.5
Strawberries,12/14/2023,28.75
Blackberries,12/13/2023,35.875
Blackberries,12/13/2023,33.75
Blueberries,12/13/2023,35.25
Blueberries,12/13/2023,35
Blueberries,12/13/2023,28.25
Cranberries,12/13/2023,28
Raspberries,12/13/2023,25
Raspberries,12/13/2023,30.5
Raspberries,12/13/2023,38
Strawberries,12/13/2023,43.75
Strawberries,12/13/2023,37
Strawberries,12/13/2023,35.5
Strawberries,12/13/2023,28.75
Blackberries,12/12/2023,35.875
Blackberries,12/12/2023,33.75
Blueberries,12/12/2023,35.25
Blueberries,12/12/2023,35
Blueberries,12/12/2023,28.25
Cranberries,12/12/2023,28
Raspberries,12/12/2023,38
Raspberries,12/12/2023,30.5
Raspberries,12/12/2023,25
Strawberries,12/12/2023,35.5
Strawberries,12/12/2023,43.75
Strawberries,12/12/2023,28.75
Strawberries,12/12/2023,37
Blackberries,12/11/2023,36.5
Blackberries,12/11/2023,33.75
Blueberries,12/11/2023,35.25
Blueberries,12/11/2023,35
Blueberries,12/11/2023,28.25
Cranberries,12/11/2023,28
Raspberries,12/11/2023,25
Raspberries,12/11/2023,30.5
Raspberries,12/11/2023,37.5
Strawberries,12/11/2023,37
Strawberries,12/11/2023,28.75
Strawberries,12/11/2023,43.75
Strawberries,12/11/2023,35.5
Blackberries,12/08/2023,49
Blackberries,12/08/2023,37
Blueberries,12/08/2023,47
Blueberries,12/08/2023,35
Blueberries,12/08/2023,28.25
Cranberries,12/08/2023,28
Raspberries,12/08/2023,37.5
Raspberries,12/08/2023,25
Raspberries,12/08/2023,30.5
Strawberries,12/08/2023,42.5
Strawberries,12/08/2023,35.5
Strawberries,12/08/2023,28.75
Strawberries,12/08/2023,37
Blackberries,12/07/2023,37
Blackberries,12/07/2023,49
Blueberries,12/07/2023,47
Blueberries,12/07/2023,28.25
Blueberries,12/07/2023,35
Cranberries,12/07/2023,28
Raspberries,12/07/2023,25
Raspberries,12/07/2023,30.5
Raspberries,12/07/2023,37.5
Strawberries,12/07/2023,37
Strawberries,12/07/2023,35.5
Strawberries,12/07/2023,28.75
Strawberries,12/07/2023,42.5
Blackberries,12/06/2023,49
Blackberries,12/06/2023,37
Blueberries,12/06/2023,47
Blueberries,12/06/2023,35
Blueberries,12/06/2023,28.25
Cranberries,12/06/2023,28
Raspberries,12/06/2023,25
Raspberries,12/06/2023,30.5
Raspberries,12/06/2023,37.5
Strawberries,12/06/2023,34.5
Strawberries,12/06/2023,42.5
Strawberries,12/06/2023,37
Strawberries,12/06/2023,30.25
Blackberries,12/05/2023,37
Blackberries,12/05/2023,49
Blueberries,12/05/2023,47
Blueberries,12/05/2023,28.25
Blueberries,12/05/2023,35
Cranberries,12/05/2023,28
Raspberries,12/05/2023,30.5
Raspberries,12/05/2023,37.5
Raspberries,12/05/2023,25
Strawberries,12/05/2023,30
Strawberries,12/05/2023,37
Strawberries,12/05/2023,34.5
Strawberries,12/05/2023,42.5
Blackberries,12/04/2023,49
Blackberries,12/04/2023,37
Blueberries,12/04/2023,51
Blueberries,12/04/2023,35
Blueberries,12/04/2023,31
Cranberries,12/04/2023,36
Raspberries,12/04/2023,25
Raspberries,12/04/2023,30.5
Raspberries,12/04/2023,37.5
Strawberries,12/04/2023,42.5
Strawberries,12/04/2023,30
Strawberries,12/04/2023,34.5
Blackberries,12/01/2023,36.5
Blackberries,12/01/2023,49
Blueberries,12/01/2023,51
Blueberries,12/01/2023,31
Blueberries,12/01/2023,35
Cranberries,12/01/2023,36
Raspberries,12/01/2023,38
Raspberries,12/01/2023,30.5
Raspberries,12/01/2023,25
Strawberries,12/01/2023,34.5
Strawberries,12/01/2023,15
Strawberries,12/01/2023,#¡DIV/0!
Strawberries,12/01/2023,39.25
Blackberries,11/30/2023,36.5
Blackberries,11/30/2023,49
Blueberries,11/30/2023,51
Blueberries,11/30/2023,31
